transaction_amount,installments,login_attempts_last_12h,total_of_last_1h_transactions,merchant_id,time_of_day,location,is_anomaly
158.58914972678335,1,1,1,C,morning,USA,0
117.02356018375869,6,0,1,A,morning,Canada,0
2000.971267574038,1,3,2,A,morning,USA,0
180.03388926117688,6,3,3,C,morning,Canada,0
1501.3631575033255,1,0,1,A,morning,USA,0
279.95540323934904,6,1,2,C,morning,USA,0
96.16702473884921,1,0,0,C,evening,Canada,0
36.69417947684937,1,1,1,C,afternoon,USA,0
305.0715613757393,6,0,0,A,afternoon,Canada,0
861.647438873612,12,1,0,A,evening,USA,0
464.75446423753294,1,1,2,A,afternoon,USA,0
850.0760905683477,12,2,0,B,afternoon,USA,0
224.16910377260922,1,0,1,A,afternoon,Canada,0
93.15385894334231,12,1,2,B,morning,USA,0
41.786410260213124,1,0,0,A,morning,Canada,0
121.75712665206294,6,1,3,C,afternoon,USA,0
244.99064182892138,1,0,1,A,evening,USA,0
108.96020247673326,6,0,1,A,evening,USA,0
310.0252339013753,1,3,0,C,evening,USA,0
33.92281127131501,12,1,0,B,morning,USA,0
5247.939418116053,1,1,1,C,morning,Canada,0
406.5144996657283,12,2,3,C,evening,USA,0
1484.711888210616,6,4,1,B,morning,Canada,0
3179.589319144367,1,0,0,B,morning,USA,0
298.6044942767234,1,2,1,C,morning,Canada,0
585.0161011754043,6,1,1,B,morning,USA,0
280.7607426733365,1,1,1,A,evening,Canada,0
699.1800602321647,1,1,1,B,morning,USA,0
706.1006986450162,1,0,0,C,evening,USA,0
100.05522889936276,6,2,2,B,morning,Canada,0
635.9545473407695,1,0,0,B,evening,USA,0
154.55436157922338,6,0,4,C,afternoon,Canada,0
85.891469820454,1,1,1,A,afternoon,USA,0
300.87067951374263,1,0,3,C,morning,Canada,0
105.05816825185464,12,1,2,A,morning,USA,0
1152.669139584706,1,0,0,C,evening,USA,0
45.540808340597174,12,2,2,B,afternoon,Canada,0
572.6483713793102,6,1,1,B,afternoon,Canada,0
673.5794571785191,1,1,0,A,morning,Canada,0
37.856055140904,1,0,0,A,evening,USA,0
556.2381078570976,6,3,1,B,afternoon,Canada,0
266.2074892418229,6,1,1,A,afternoon,USA,0
100.13704711183985,12,3,2,B,morning,Canada,0
144.98273706230833,1,2,0,C,afternoon,Canada,0
769.3000296949022,6,3,0,A,morning,USA,0
153.35454581451796,6,0,1,C,afternoon,Canada,0
355.73758617510737,6,1,0,B,morning,USA,0
625.17574971241,1,0,1,B,morning,Canada,0
418.2357403332323,1,3,1,A,morning,USA,0
310.6230489118105,1,0,1,A,morning,USA,0
412.7349134281112,1,0,1,B,afternoon,USA,0
470.25879529416517,1,1,1,C,afternoon,Canada,0
104.38581653483843,1,0,0,A,morning,Canada,0
3309.1336180254684,1,0,1,C,afternoon,USA,0
207.7959696990211,6,1,1,B,morning,Canada,0
280.73421552696755,12,1,4,B,evening,USA,0
40.780323157490486,1,1,1,A,afternoon,USA,0
817.4037603237588,12,0,0,C,morning,USA,0
514.7184739476764,1,0,0,A,evening,USA,0
195.67080427804416,12,2,1,B,morning,Canada,0
117.39608578521684,6,2,1,C,morning,Canada,0
639.2397340723174,12,2,2,C,evening,Canada,0
1637.7840797197007,6,0,0,B,afternoon,Canada,0
80.11949876628347,6,1,1,B,morning,Canada,0
12.865648101853038,12,1,1,A,morning,Canada,0
151.30597924338483,1,1,0,A,afternoon,Canada,0
1802.6920012468706,12,0,0,B,afternoon,Canada,0
500.27106625580024,6,1,1,C,afternoon,Canada,0
1261.3015560487088,6,0,0,B,afternoon,USA,0
121.49210415069692,6,3,2,B,evening,Canada,0
115.7653775350256,1,0,1,A,morning,Canada,0
175.501509553823,6,3,2,C,afternoon,USA,0
2043.5757817084298,6,1,0,A,evening,Canada,0
584.1040071592566,1,0,1,A,morning,USA,0
184.4826957206439,12,0,0,A,afternoon,Canada,0
3680.7940920821006,12,1,1,A,afternoon,USA,0
602.2543987506824,12,1,1,A,afternoon,Canada,0
5008.592308500326,6,2,1,A,morning,USA,0
181.34934002143743,1,0,0,C,morning,USA,0
96.19363140755765,12,1,0,C,morning,Canada,0
1150.29706594604,1,1,1,A,afternoon,USA,0
109.51242376076283,1,0,0,C,afternoon,USA,0
2202.6797101261614,6,1,1,A,morning,USA,0
138.487491451737,6,2,2,B,evening,Canada,0
429.39984765549883,1,0,4,A,morning,Canada,0
814.9710308991647,6,1,0,B,morning,USA,0
221.3774764558805,12,1,0,B,afternoon,Canada,0
227.07430141868775,1,1,2,B,morning,USA,0
110.3984999348798,1,3,1,A,morning,USA,0
234.97410221223126,1,0,0,A,morning,Canada,0
418.5175641537753,1,0,0,C,morning,Canada,0
595.760841090668,6,2,0,A,morning,USA,0
1386.841657995322,1,0,1,A,afternoon,USA,0
89.08581108759533,12,0,3,A,morning,Canada,0
195.27063012654622,1,0,0,C,evening,Canada,0
461.9287677115286,6,2,1,C,evening,USA,0
398.9231367248896,12,0,1,A,morning,USA,0
84.96868814170652,12,0,1,C,afternoon,USA,0
82.89741508329803,12,0,2,C,evening,Canada,0
396.79551734845126,6,0,1,A,afternoon,Canada,0
298.2433157986272,1,1,0,A,morning,USA,0
1310.5889327017942,1,2,1,A,afternoon,USA,0
717.2869263255908,1,2,1,B,morning,USA,0
283.00497846701325,1,1,1,B,morning,USA,0
270.9864388090587,6,0,0,A,afternoon,USA,0
3158.3094318763647,6,0,0,C,morning,USA,0
1339.0349215343326,1,0,0,A,afternoon,Canada,0
763.5121676138957,12,0,3,B,afternoon,USA,0
82.55357063533775,1,3,1,B,afternoon,USA,0
352.92714224319724,1,0,0,A,afternoon,Canada,0
679.9645139843008,1,1,3,A,morning,Canada,0
187.24290608590638,6,1,1,C,afternoon,Canada,0
173.69709814033752,6,2,0,A,morning,USA,0
225.7970620580651,1,3,1,A,morning,Canada,0
204.99103931996362,12,3,1,A,afternoon,USA,0
94.416970242635,12,1,2,C,afternoon,USA,0
347.67363534671944,12,0,1,C,afternoon,USA,0
2207.5590432587446,6,3,0,A,afternoon,USA,0
3110.7056175290213,1,2,2,A,morning,Canada,0
355.8792720645652,6,2,0,C,evening,USA,0
638.3457992210783,12,0,1,C,evening,Canada,0
82.96224202941823,1,0,4,A,morning,Canada,0
1521.7329086716918,12,2,0,A,morning,USA,0
299.3161211035323,1,0,1,B,morning,Canada,0
164.65056584665172,12,2,0,B,morning,USA,0
599.980863897933,1,2,0,A,afternoon,USA,0
770.32336503546,6,4,5,B,afternoon,Canada,0
134.2505843810171,1,0,1,C,afternoon,Canada,0
155.73585927617862,6,0,0,B,afternoon,USA,0
727.1125420469415,12,0,1,B,afternoon,Canada,0
127.92368020192883,1,1,1,C,morning,USA,0
71.49811995711494,6,1,0,A,evening,USA,0
694.0200318043901,12,3,1,C,morning,USA,0
412.1834350421825,1,0,0,A,morning,Canada,0
817.7738193733782,1,1,0,C,morning,USA,0
428.03953209127167,12,0,1,A,evening,Canada,0
53.78710573201332,12,1,1,A,evening,Canada,0
284.13604106430535,6,0,0,A,afternoon,USA,0
2560.9651449098938,1,0,1,B,evening,USA,0
130.15256437314224,1,0,1,C,morning,USA,0
1128.20480071158,1,1,0,C,afternoon,USA,0
376.01537939999156,1,1,1,A,afternoon,USA,0
174.35292299808114,6,1,0,C,morning,Canada,0
1057.8453227052455,6,3,0,B,afternoon,USA,0
130.73195639007272,12,3,2,C,evening,Canada,0
87.67424125833863,1,3,0,A,evening,Canada,0
120.99768521276927,1,0,0,B,afternoon,USA,0
196.71856901180038,1,0,0,A,evening,Canada,0
925.2174062760763,12,0,2,B,afternoon,USA,0
39.38601388210532,12,3,1,B,afternoon,Canada,0
184.83948818977026,12,0,0,A,afternoon,USA,0
84.32746710961219,1,2,2,C,morning,Canada,0
886.376003756373,1,1,0,B,evening,USA,0
1365.7997788289356,12,0,1,C,afternoon,Canada,0
258.97533992820286,1,1,3,C,afternoon,USA,0
103.4295902754794,12,0,1,B,morning,USA,0
1368.6873451057731,1,1,0,C,evening,USA,0
145.77918354258597,6,2,0,B,evening,Canada,0
445.04999048550064,1,0,0,A,evening,USA,0
1301.7877074963483,12,0,1,B,evening,USA,0
251.49225736701274,12,2,2,B,morning,USA,0
622.8858320458403,1,1,0,C,evening,USA,0
227.13269583517013,12,0,2,A,evening,USA,0
853.2541435003227,1,0,1,B,evening,Canada,0
211.03628448120588,6,1,3,C,morning,Canada,0
90.81029103084921,12,0,2,C,morning,USA,0
139.45599661333307,12,2,1,A,afternoon,Canada,0
384.17797227961546,6,3,1,A,morning,USA,0
4811.1366783219855,6,1,0,B,evening,Canada,0
179.6348659263969,1,1,0,C,evening,USA,0
217.27834000865573,12,1,3,A,evening,USA,0
545.8554764440911,6,0,1,A,afternoon,Canada,0
259.52909100172633,6,1,1,C,morning,USA,0
201.95747360418835,6,2,2,A,afternoon,Canada,0
64.35522041728285,6,1,0,B,morning,Canada,0
192.78905740182134,1,1,1,A,afternoon,Canada,0
944.5169558300945,1,1,0,C,afternoon,USA,0
1457.337146351609,1,0,5,C,evening,Canada,0
622.6486372790914,1,0,1,B,afternoon,USA,0
65.8516078458139,12,0,0,B,morning,Canada,0
1302.4340188788588,6,3,3,B,evening,Canada,0
490.550649219905,6,0,2,A,morning,Canada,0
390.4183300191395,6,1,1,C,afternoon,Canada,0
275.12445508449844,12,0,0,C,evening,USA,0
216.4950792509011,6,0,1,B,afternoon,USA,0
646.314932659415,6,1,0,C,morning,USA,0
173.9069579403664,1,3,1,B,afternoon,USA,0
242.83480116602223,6,1,1,A,morning,Canada,0
293.03457179213785,6,2,1,C,afternoon,USA,0
127.55694926261981,12,3,2,B,afternoon,USA,0
477.75011018382725,1,1,1,C,morning,USA,0
492.1529585900546,1,1,1,C,afternoon,USA,0
514.0075340856454,6,1,1,C,morning,Canada,0
161.46412241923935,6,1,0,A,afternoon,Canada,0
94.19228296893696,12,0,0,B,evening,USA,0
269.63456205424313,6,2,0,B,afternoon,USA,0
1592.8338786777044,1,2,0,A,evening,Canada,0
131.26400621711994,6,2,0,A,morning,USA,0
38.130129314210684,1,4,1,B,afternoon,Canada,0
612.0840908431587,6,2,0,C,morning,Canada,0
388.94280216870203,6,0,3,A,evening,Canada,0
249.42933095371242,12,0,3,B,morning,Canada,0
43.06918247231455,1,2,2,A,afternoon,Canada,0
1226.5621235410158,12,0,1,C,morning,USA,0
48.0270945695996,6,1,0,C,morning,Canada,0
375.9682042505724,6,2,0,C,afternoon,Canada,0
119.48046831132079,1,3,1,A,afternoon,Canada,0
186.22469592830194,6,0,2,B,afternoon,Canada,0
1069.591532464847,1,0,0,B,afternoon,USA,0
272.23942087038927,1,0,1,C,afternoon,Canada,0
45.13141437096298,6,0,0,A,morning,USA,0
226.88790265340432,1,0,1,A,afternoon,USA,0
552.4277741896706,6,2,1,C,morning,USA,0
173.79755494123359,1,3,1,B,afternoon,USA,0
2818.6333139111675,12,1,1,C,morning,USA,0
52.22731077011723,6,1,0,C,evening,USA,0
296.29770861912516,6,4,2,C,afternoon,Canada,0
614.3824989296977,1,0,1,C,morning,Canada,0
160.20783991373966,12,1,1,C,morning,USA,0
1285.3820187993251,1,0,0,A,evening,USA,0
220.7038090688841,1,0,1,C,afternoon,USA,0
192.3559549794032,6,0,2,B,afternoon,USA,0
45.41346484168978,12,1,2,C,afternoon,Canada,0
364.73332751717635,1,2,2,C,afternoon,Canada,0
295.4527986674199,6,0,0,B,morning,Canada,0
160.14047269138837,6,1,0,B,morning,USA,0
69.9005191817655,1,1,1,C,afternoon,Canada,0
236.80392388473064,1,2,2,C,afternoon,USA,0
3795.0869075164355,12,2,2,B,afternoon,USA,0
455.38979008420785,1,4,2,B,evening,USA,0
153.92118564993683,6,1,2,C,evening,Canada,0
846.8230291922702,6,0,1,C,afternoon,USA,0
472.62342301226556,6,0,0,C,morning,Canada,0
1393.1846121304247,12,1,1,B,morning,Canada,0
56.31269419558072,6,2,0,A,morning,Canada,0
38.77554178990093,1,0,0,B,morning,Canada,0
231.66612679417523,1,0,0,A,afternoon,USA,0
469.7187541181778,6,1,1,A,afternoon,Canada,0
558.0745924467684,1,0,1,B,morning,USA,0
31.93210533896721,6,1,3,A,evening,Canada,0
399.5354527192481,1,1,1,A,morning,USA,0
44.86701433702905,1,2,1,C,morning,Canada,0
418.2828497821221,1,1,1,A,afternoon,USA,0
222.07539143491104,12,2,2,A,morning,Canada,0
1133.0914263345003,1,1,2,C,evening,USA,0
314.5066859687492,1,4,0,A,afternoon,Canada,0
2012.5507032696823,6,1,1,A,morning,USA,0
1053.561113386535,1,0,1,B,afternoon,USA,0
769.668445815837,1,1,2,A,afternoon,Canada,0
838.8012235385609,6,2,1,B,evening,Canada,0
408.64906055267437,6,2,1,B,afternoon,USA,0
489.6418559569986,6,1,0,C,morning,USA,0
57.861586873551246,1,0,1,B,morning,Canada,0
118.32478485156156,6,2,0,C,evening,Canada,0
80.12416621021264,1,1,0,B,afternoon,Canada,0
287.9320201859372,12,1,3,A,morning,Canada,0
862.2884399557894,1,0,0,C,evening,USA,0
1997.861839539232,6,0,0,B,morning,USA,0
83.11556724711387,1,1,0,C,afternoon,Canada,0
898.0199806187003,12,0,0,C,morning,USA,0
632.8811157252734,12,0,1,C,morning,USA,0
819.6426288244467,6,0,1,A,morning,Canada,0
339.4300083477499,6,1,0,B,afternoon,Canada,0
83.9897924611388,1,1,1,A,afternoon,Canada,0
221.4459009903619,12,0,0,A,morning,Canada,0
719.2648588977066,12,0,0,C,morning,USA,0
198.02950180557121,1,1,0,C,morning,Canada,0
130.34893488428693,12,2,1,A,afternoon,USA,0
404.4125590674142,12,4,0,A,morning,USA,0
710.9387303305595,1,0,2,C,morning,Canada,0
81.83350011973688,1,1,2,C,evening,Canada,0
194.33687292956802,6,0,4,B,morning,Canada,0
2273.259710697372,1,0,1,C,afternoon,Canada,0
1124.2169260762803,6,0,1,C,afternoon,Canada,0
114.21402807457028,12,2,1,B,afternoon,Canada,0
757.3252443656289,1,3,0,C,evening,Canada,0
1415.6385866982748,6,0,1,C,morning,USA,0
440.05305673315996,6,2,2,C,evening,Canada,0
347.1124767319878,12,0,1,A,evening,USA,0
841.2191731823543,6,0,1,B,morning,Canada,0
1272.111875824267,12,2,2,C,morning,USA,0
73.9961939171241,1,0,2,C,morning,Canada,0
933.0518378438923,1,2,0,A,morning,USA,0
364.9417827750175,6,1,0,C,afternoon,Canada,0
170.16258356304994,6,1,0,B,afternoon,Canada,0
44.2261207134309,6,1,1,B,morning,Canada,0
182.0935818379526,12,1,1,B,afternoon,USA,0
294.07153186496015,12,0,0,C,morning,Canada,0
75.0828411084141,6,1,2,A,afternoon,Canada,0
1255.6238469962213,1,0,0,C,afternoon,Canada,0
277.22032436856983,1,0,1,C,afternoon,Canada,0
156.0801341731579,6,1,0,B,afternoon,USA,0
364.6866294393585,6,2,1,B,afternoon,Canada,0
588.6608641229078,1,0,0,A,afternoon,USA,0
65.363563784268,1,0,0,B,morning,USA,0
126.24902783521325,12,0,1,A,morning,Canada,0
995.470490662713,1,2,1,A,morning,USA,0
1509.6684432620093,1,0,0,C,morning,USA,0
175.80404111792424,1,0,2,B,afternoon,Canada,0
105.01282975019447,6,1,0,A,morning,Canada,0
48.53135969784135,1,1,1,B,afternoon,USA,0
768.7915853273345,12,1,3,A,afternoon,USA,0
1226.559574570327,6,2,0,C,morning,USA,0
282.0016500307404,6,2,0,A,morning,Canada,0
165.1323212240476,6,0,2,A,afternoon,Canada,0
103.6131728311357,6,1,1,B,evening,USA,0
119.38079763292615,1,1,1,C,evening,USA,0
17.829609999457166,12,0,2,A,evening,USA,0
29.569225931308555,6,0,1,A,afternoon,USA,0
203.94022475135716,6,0,0,B,afternoon,Canada,0
182.23091228507107,1,2,0,C,morning,Canada,0
2084.5919095730574,12,0,1,B,evening,USA,0
3444.8249426775596,1,1,0,B,morning,USA,0
866.0678200621306,1,2,0,C,morning,USA,0
341.15027375021265,6,0,1,C,morning,USA,0
72.57729938056798,12,1,1,C,morning,Canada,0
581.2888652239513,1,3,1,C,evening,Canada,0
601.4534736051553,6,4,4,C,morning,USA,0
856.2175165936935,6,0,1,B,morning,USA,0
75.3867282443634,6,0,0,B,morning,USA,0
79.05066357899037,6,0,0,C,morning,USA,0
20.208289148855332,1,1,1,A,morning,USA,0
838.9359421957472,6,0,0,A,morning,USA,0
45.05454057062581,12,0,2,B,morning,Canada,0
87.36103364286764,1,2,0,C,afternoon,Canada,0
109.57945457596053,6,1,2,A,morning,Canada,0
109.57391047941923,6,1,0,C,afternoon,USA,0
334.2814060758039,12,2,0,C,afternoon,Canada,0
44.80836833838311,6,1,0,B,morning,Canada,0
229.16528205953526,1,2,0,C,morning,Canada,0
709.6331201467705,6,1,0,B,morning,USA,0
1704.8089326544505,1,0,2,A,afternoon,USA,0
3859.9254246916394,1,0,0,B,evening,USA,0
609.7266958998033,1,0,0,B,morning,Canada,0
181.81921196322082,6,0,1,C,morning,USA,0
264.3945786423919,6,0,2,C,morning,Canada,0
962.5169550044833,1,1,3,B,morning,Canada,0
2309.923247799278,12,1,0,B,morning,Canada,0
270.3299782008279,12,1,0,A,afternoon,Canada,0
65.92819011306854,12,2,0,B,morning,USA,0
98.86544563815262,12,1,0,C,evening,Canada,0
363.6378633070189,1,1,1,B,evening,USA,0
396.56381215676777,1,1,1,B,evening,USA,0
2209.6324830391964,1,2,0,B,morning,Canada,0
1743.2085268412366,6,0,2,A,morning,Canada,0
74.28880241610788,12,2,3,B,morning,USA,0
242.55849934439237,1,0,0,B,afternoon,Canada,0
148.02800156912886,6,2,1,A,afternoon,USA,0
246.33316416181034,6,0,2,A,morning,Canada,0
1668.26205544925,1,0,0,B,morning,Canada,0
184.66584302805865,1,1,1,C,morning,USA,0
1232.7830298818192,6,4,0,B,morning,USA,0
873.0845050508816,12,3,0,A,afternoon,Canada,0
798.1074189097415,1,2,0,A,afternoon,Canada,0
1335.073089288922,6,2,1,C,morning,USA,0
8.214137163724082,6,0,0,B,morning,Canada,0
4093.064332965555,6,0,0,B,afternoon,USA,0
852.0858956008782,6,1,1,C,morning,Canada,0
141.44035683015062,6,0,3,C,afternoon,Canada,0
1333.2150170326997,6,0,1,A,morning,USA,0
138.34492102568305,12,3,0,C,morning,Canada,0
1298.4502466149352,1,0,1,B,afternoon,Canada,0
689.42982070972,6,0,1,C,afternoon,Canada,0
748.0206682682823,1,1,1,A,morning,Canada,0
432.8123924450018,12,1,0,B,morning,Canada,0
1236.3993124527826,1,1,1,A,afternoon,USA,0
296.6310476486531,1,1,0,C,afternoon,USA,0
600.4501784927047,12,4,0,A,evening,Canada,0
26.147772936433075,1,2,0,C,evening,Canada,0
2699.3675249500775,6,3,2,B,afternoon,Canada,0
442.0477187623944,12,0,1,B,morning,Canada,0
79.64495085680447,6,1,3,C,morning,Canada,0
364.3430319772896,12,0,0,A,morning,USA,0
335.97979585198937,6,1,1,B,morning,USA,0
110.28116875020353,6,0,0,A,afternoon,Canada,0
170.98228626577088,1,1,0,A,morning,USA,0
90.72946542793588,6,2,1,A,afternoon,Canada,0
594.0742025324972,12,0,1,B,evening,USA,0
169.69733401601297,6,0,3,A,morning,USA,0
126.49806953765786,6,0,1,A,evening,Canada,0
622.4824398144544,12,1,4,A,morning,USA,0
182.93231266067096,12,2,3,C,afternoon,Canada,0
273.01890746892445,1,1,2,A,afternoon,USA,0
61.04247559418502,12,2,0,C,morning,Canada,0
1604.4086126248565,6,4,1,A,afternoon,Canada,0
300.1865886856911,6,4,5,A,afternoon,Canada,0
396.9613835112374,12,1,2,A,afternoon,USA,0
1051.2409209457956,1,1,2,A,morning,Canada,0
1113.5290337850238,12,0,0,B,morning,USA,0
3040.21664063649,6,1,2,C,afternoon,USA,0
74.63894981400233,12,1,1,B,afternoon,USA,0
349.8661282879355,12,1,2,C,morning,USA,0
37.28703986875999,12,1,1,A,morning,USA,0
350.37654355699186,6,1,0,A,morning,USA,0
286.1884627789027,12,1,2,C,afternoon,USA,0
138.2421701835331,6,0,0,C,afternoon,Canada,0
834.2391753729488,6,4,1,C,morning,USA,0
793.1677276075777,6,0,1,A,afternoon,USA,0
56.72832742400591,1,0,0,A,evening,USA,0
283.6146099495095,12,1,0,A,morning,Canada,0
312.9629473390788,1,1,1,A,afternoon,USA,0
102.96337112467945,12,0,3,C,afternoon,USA,0
326.67011982124467,1,0,1,A,evening,USA,0
92.38199862464484,6,1,2,A,morning,Canada,0
126.1722247369952,1,1,0,A,morning,Canada,0
328.7406321805296,12,2,1,C,afternoon,USA,0
91.907685716863,6,1,1,B,afternoon,Canada,0
383.2629917318699,1,3,1,B,morning,Canada,0
2351.6110549038144,6,1,1,B,afternoon,Canada,0
214.66588620299166,1,2,1,A,morning,USA,0
140.958412139027,6,1,0,C,morning,USA,0
104.72925105161482,1,1,3,C,morning,Canada,0
279.8798945673072,6,0,4,B,morning,Canada,0
95.79942777171611,1,0,1,B,morning,Canada,0
112.11292457082571,1,0,0,B,afternoon,USA,0
955.2253102642144,1,0,0,C,afternoon,USA,0
1819.878720190764,1,2,2,C,morning,Canada,0
1311.8435526522308,1,1,0,A,morning,USA,0
213.94367965712934,1,3,3,A,morning,Canada,0
1141.6581083633323,1,1,1,A,morning,Canada,0
1587.1667768188247,12,1,1,B,morning,USA,0
526.8906348217922,6,2,1,A,evening,Canada,0
698.5644853286467,6,0,1,C,afternoon,USA,0
1075.5021265560038,6,2,0,B,morning,Canada,0
127.847947653437,12,0,1,C,afternoon,USA,0
3008.0782178642776,12,0,1,C,afternoon,Canada,0
63.04292125017108,6,2,0,C,afternoon,USA,0
310.9996097342821,6,4,0,C,afternoon,Canada,0
317.17541020646456,1,0,0,A,afternoon,USA,0
729.1639936246391,1,0,4,C,morning,USA,0
208.2252600011641,1,2,1,B,morning,Canada,0
287.3032735123179,6,2,1,B,afternoon,Canada,0
521.0846241059527,12,1,1,A,afternoon,USA,0
344.87554432377345,12,0,0,A,morning,USA,0
260.07894677618555,12,2,0,A,morning,USA,0
1216.4933837165702,6,1,1,C,morning,USA,0
99.60611350858257,6,1,1,B,morning,Canada,0
269.92816523543297,12,2,0,A,afternoon,USA,0
148.32590660090133,6,1,1,B,evening,USA,0
565.055693522962,6,1,0,B,evening,Canada,0
210.71299537543814,1,1,0,A,afternoon,USA,0
216.74063995312164,6,1,2,B,morning,Canada,0
3412.746256243604,1,1,3,A,evening,Canada,0
125.94915731319409,6,1,3,C,morning,USA,0
65.06378164673593,1,0,0,C,evening,Canada,0
171.47165062473155,1,2,1,B,morning,Canada,0
4093.638676058768,1,1,1,A,morning,USA,0
217.2631747200429,1,1,2,B,afternoon,Canada,0
369.62570528480893,1,2,0,C,afternoon,USA,0
2687.40751165066,1,0,0,A,evening,Canada,0
89.92256554824378,1,0,1,A,morning,Canada,0
190.0259469290658,1,1,0,C,afternoon,USA,0
411.7974973501856,12,0,3,B,evening,Canada,0
185.88111675033264,1,1,2,C,evening,Canada,0
130.0454605349639,1,0,1,B,morning,USA,0
314.1878147917632,6,1,2,A,afternoon,Canada,0
296.63862335414024,1,1,0,C,morning,USA,0
150.26095820392547,6,0,0,A,afternoon,USA,0
579.9333112083697,12,2,1,A,evening,USA,0
243.49090681304295,1,1,2,A,evening,USA,0
955.3284729012554,6,0,1,B,morning,Canada,0
330.7450112881942,1,1,1,B,morning,USA,0
